10 - Detailed Results,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,VALID VOTES POLLED,,,,
STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Punjab,1,Sujanpur,1 NARESH PURI,MALE,52,GENERAL,INC,Hand,46456,460,46916,36.27,170312
Punjab,1,Sujanpur,2 DINESH SINGH (BABBU),MALE,59,GENERAL,BJP,Lotus,41673,607,42280,32.69,170312
Punjab,1,Sujanpur,3 AMIT SINGH (MANTO),MALE,45,GENERAL,AAAP,Broom,28803,507,29310,22.66,170312
Punjab,1,Sujanpur,4 RAJ KUMAR GUPTA (BITTU),MALE,56,GENERAL,SAD,Scales,7943,56,7999,6.18,170312
Punjab,1,Sujanpur,5 NOTA,,,,NOTA,NOTA,801,12,813,0.63,170312
Punjab,1,Sujanpur,6 MANDEEP KAUR,FEMALE,35,GENERAL,SAD(M),BUCKET,678,26,704,0.54,170312
Punjab,1,Sujanpur,7 BABA PAWAN KUMAR,MALE,68,GENERAL,IND,Television,421,3,424,0.33,170312
Punjab,1,Sujanpur,8 MANGA,MALE,42,SC,IND,Pot,353,1,354,0.27,170312
Punjab,1,Sujanpur,9 DESH RAJ,MALE,62,SC,IND,Scissors,272,8,280,0.22,170312
Punjab,1,Sujanpur,10 KANWAR VISHWADEEP SINGH SALARIA,MALE,37,GENERAL,IND,Batsman,269,2,271,0.21,170312
TURN OUT,,,,,,TOTAL:,,,127669,1682,129351,75.95,
Punjab,2,Bhoa,1 LAL CHAND,MALE,51,SC,AAAP,Broom,49504,835,50339,36.59,186914
Punjab,2,Bhoa,2 JOGINDER PAL,MALE,57,SC,INC,Hand,48399,736,49135,35.72,186914
Punjab,2,Bhoa,3 SEEMA KUMARI,FEMALE,43,SC,BJP,Lotus,28484,648,29132,21.18,186914
Punjab,2,Bhoa,4 RAKESH KUMAR,MALE,41,SC,BSP,Elephant,4968,78,5046,3.67,186914
Punjab,2,Bhoa,5 MUNISH KUMAR,MALE,25,SC,SAD(M),BUCKET,1100,18,1118,0.81,186914
Punjab,2,Bhoa,6 NOTA,,,,NOTA,NOTA,736,13,749,0.54,186914
Punjab,2,Bhoa,7 YUDHVIR SINGH,MALE,64,SC,IND,Ganna Kisan,708,9,717,0.52,186914
Punjab,2,Bhoa,8 KARAM SINGH,MALE,65,SC,IND,Bat,643,9,652,0.47,186914
Punjab,2,Bhoa,9 VIJAY KUMAR,MALE,44,SC,IND,Bricks,378,1,379,0.28,186914
Punjab,2,Bhoa,10 DHARMINDER,MALE,27,SC,IND,Pot,302,3,305,0.22,186914
TURN OUT,,,,,,TOTAL:,,,135222,2350,137572,73.6,
Punjab,3,Pathankot,1 ASHWANI KUMAR SHARMA,MALE,57,GENERAL,BJP,Lotus,42787,345,43132,38.01,153731
Punjab,3,Pathankot,2 AMIT VIJ,MALE,44,GENERAL,INC,Hand,35159,214,35373,31.17,153731
Punjab,3,Pathankot,3 VIBHUTI SHARMA,MALE,58,GENERAL,AAAP,Broom,31149,302,31451,27.72,153731
Punjab,3,Pathankot,4 ADVOCATE JYOTI PAL BHIM,MALE,41,SC,BSP,Elephant,1065,14,1079,0.95,153731
Punjab,3,Pathankot,5 KARTAR SINGH,MALE,41,GENERAL,SAD(M),BUCKET,946,9,955,0.84,153731
Punjab,3,Pathankot,6 SATYA DEV SAINI,MALE,74,GENERAL,CPI,Ears of Corn And Sickle,822,2,824,0.73,153731
Punjab,3,Pathankot,7 NOTA,,,,NOTA,NOTA,664,2,666,0.59,153731
TURN OUT,,,,,,TOTAL:,,,112592,888,113480,73.82,
Punjab,4,Gurdaspur,1 BARINDERMEET SINGH PAHRA,MALE,41,GENERAL,INC,Hand,42955,788,43743,35.23,171576
Punjab,4,Gurdaspur,2 GURBACHAN SINGH BABEHALI,MALE,67,GENERAL,SAD,Scales,35974,434,36408,29.33,171576
Punjab,4,Gurdaspur,3 RAMAN BAHL,MALE,64,GENERAL,AAAP,Broom,28965,535,29500,23.76,171576
Punjab,4,Gurdaspur,4 PARMINDER SINGH GILL,MALE,47,GENERAL,BJP,Lotus,9648,171,9819,7.91,171576
Punjab,4,Gurdaspur,5 INDERPAL SINGH,MALE,31,GENERAL,SNYKSNGRHP,Cup & Saucer,2360,31,2391,1.93,171576
Punjab,4,Gurdaspur,6 NOTA,,,,NOTA,NOTA,685,14,699,0.56,171576
Punjab,4,Gurdaspur,7 SIMRANJIT SINGH MAAN,MALE,26,GENERAL,PKD,Hand Cart,298,7,305,0.25,171576
Punjab,4,Gurdaspur,8 DEEPAK SHARMA,MALE,41,GENERAL,IND,Battery Torch,294,0,294,0.24,171576
Punjab,4,Gurdaspur,9 SUNNY GILL,MALE,28,GENERAL,IND,Ganna Kisan,248,2,250,0.2,171576
Punjab,4,Gurdaspur,10 JAGDISH MASIH,MALE,47,GENERAL,IND,Table,172,0,172,0.14,171576
Punjab,4,Gurdaspur,11 KARANDEEP SINGH,MALE,34,GENERAL,IND,Truck,167,1,168,0.14,171576
Punjab,4,Gurdaspur,12 PARMJEET SINGH,MALE,54,SC,IND,Football,159,0,159,0.13,171576
Punjab,4,Gurdaspur,13 GURPREET SINGH,MALE,36,GENERAL,IND,School Bag,133,1,134,0.11,171576
Punjab,4,Gurdaspur,14 SUNNY,MALE,32,GENERAL,IND,SHIP,109,1,110,0.09,171576
TURN OUT,,,,,,TOTAL:,,,122167,1985,124152,72.36,
Punjab,5,Dina Nagar,1 ARUNA CHAUDHARY,FEMALE,64,SC,INC,Hand,50547,586,51133,36.6,196692
Punjab,5,Dina Nagar,2 SHAMSHER SINGH,MALE,59,SC,AAAP,Broom,49170,832,50002,35.79,196692
Punjab,5,Dina Nagar,3 RENU KASHYAP,FEMALE,47,SC,BJP,Lotus,20200,360,20560,14.72,196692
Punjab,5,Dina Nagar,4 KAMALJEET CHAWLA,MALE,51,SC,BSP,Elephant,15430,104,15534,11.12,196692
Punjab,5,Dina Nagar,5 KULWANT SINGH,MALE,60,SC,IND,Cot,1535,13,1548,1.11,196692
Punjab,5,Dina Nagar,6 NOTA,,,,NOTA,NOTA,919,12,931,0.67,196692
TURN OUT,,,,,,TOTAL:,,,137801,1907,139708,71.03,
Punjab,6,Qadian,1 PARTAP SINGH BAJWA,MALE,65,GENERAL,INC,Hand,48116,563,48679,36.55,184557
Punjab,6,Qadian,2 GURIQBAL SINGH MAHAL,MALE,50,GENERAL,SAD,Scales,41125,380,41505,31.16,184557
Punjab,6,Qadian,3 JAGROOP SINGH SEKHWAN,MALE,34,GENERAL,AAAP,Broom,34195,721,34916,26.22,184557
Punjab,6,Qadian,4 JATINDERBIR SINGH PANNU,MALE,38,GENERAL,SAD(M),Helicopter,4271,35,4306,3.23,184557
Punjab,6,Qadian,5 NOTA,,,,NOTA,NOTA,760,17,777,0.58,184557
Punjab,6,Qadian,6 MASTER JOHAR SINGH,MALE,77,GENERAL,SADS,Telephone,717,30,747,0.56,184557
Punjab,6,Qadian,7 JASPAL SINGH,MALE,36,GENERAL,IND,Ganna Kisan,584,4,588,0.44,184557
Punjab,6,Qadian,8 HARDIP SINGH,MALE,42,SC,NATJUP,Truck,412,8,420,0.32,184557
Punjab,6,Qadian,9 MOHNIT SINGH,MALE,35,GENERAL,IND,Brush,400,1,401,0.3,184557
Punjab,6,Qadian,10 RAJWINDER SINGH,MALE,36,GENERAL,IND,Battery Torch,318,1,319,0.24,184557
Punjab,6,Qadian,11 AMARPARTAP SINGH,MALE,27,GENERAL,IND,Bat,201,1,202,0.15,184557
Punjab,6,Qadian,12 PREM SINGH,MALE,42,GENERAL,IND,DIAMOND,181,1,182,0.14,184557
Punjab,6,Qadian,13 DR. FAROOQ MASIH,MALE,38,GENERAL,PPID,School Bag,138,3,141,0.11,184557
TURN OUT,,,,,,TOTAL:,,,131418,1765,133183,72.16,
Punjab,7,Batala,1 AMANSHER SINGH (SHERY KALSI),MALE,34,GENERAL,AAAP,Broom,55174,396,55570,43.57,189736
Punjab,7,Batala,2 ASHWANI SEKHRI,MALE,62,GENERAL,INC,Hand,26995,103,27098,21.25,189736
Punjab,7,Batala,3 SUCHA SINGH CHHOTEPUR,MALE,75,GENERAL,SAD,Scales,23091,160,23251,18.23,189736
Punjab,7,Batala,4 FATEHJANG SINGH BAJWA,MALE,63,GENERAL,BJP,Lotus,13809,70,13879,10.88,189736
Punjab,7,Batala,5 GURBACHAN SINGH,MALE,53,GENERAL,SAD(M),Helicopter,3644,9,3653,2.86,189736
Punjab,7,Batala,6 BALWINDER SINGH,MALE,41,GENERAL,IND,Ganna Kisan,1557,5,1562,1.22,189736
Punjab,7,Batala,7 NOTA,,,,NOTA,NOTA,653,5,658,0.52,189736
Punjab,7,Batala,8 SUKHCHAIN SINGH,MALE,45,SC,PKD,Hand Cart,518,5,523,0.41,189736
Punjab,7,Batala,9 HANSA SINGH,MALE,75,SC,CPI(M),"Hammer, Sickle and Star",331,1,332,0.26,189736
Punjab,7,Batala,10 SUCHA SINGH,MALE,55,GENERAL,IND,Wall Hook,290,0,290,0.23,189736
Punjab,7,Batala,11 VIJAY KUMAR TREHAN,MALE,45,GENERAL,LIP,Letter Box,286,0,286,0.22,189736
Punjab,7,Batala,12 SANJEEV KUMAR,MALE,42,SC,IND,Telephone,178,0,178,0.14,189736
Punjab,7,Batala,13 MANJIT SINGH,MALE,43,SC,NATJUP,Truck,156,0,156,0.12,189736
Punjab,7,Batala,14 ASHWANI KUMAR,MALE,36,GENERAL,IND,CALCULATOR,107,2,109,0.09,189736
TURN OUT,,,,,,TOTAL:,,,126789,756,127545,67.22,
Punjab,8,Sri Hargobindpur,1 AMARPAL SINGH,MALE,37,SC,AAAP,Broom,52616,589,53205,42.74,181209
Punjab,8,Sri Hargobindpur,2 RAJANBIR SINGH,MALE,50,SC,SAD,Scales,36005,237,36242,29.12,181209
Punjab,8,Sri Hargobindpur,3 MANDEEP SINGH,MALE,38,SC,INC,Hand,24431,132,24563,19.73,181209
Punjab,8,Sri Hargobindpur,4 DR. KAMALJIT SINGH,MALE,57,SC,IND,Cot,4724,33,4757,3.82,181209
Punjab,8,Sri Hargobindpur,5 JASBIR SINGH CHAHAL,MALE,36,SC,BSP(A),Helicopter,1729,2,1731,1.39,181209
Punjab,8,Sri Hargobindpur,6 NOTA,,,,NOTA,NOTA,1398,3,1401,1.13,181209
Punjab,8,Sri Hargobindpur,7 BALJINDER SINGH,MALE,51,SC,BJP,Lotus,1237,81,1318,1.06,181209
Punjab,8,Sri Hargobindpur,8 HANSA SINGH,MALE,63,SC,IND,Air Conditioner,476,2,478,0.38,181209
Punjab,8,Sri Hargobindpur,9 MUKHTAR SINGH,MALE,56,SC,PPID,School Bag,420,5,425,0.34,181209
Punjab,8,Sri Hargobindpur,10 RESHAM SINGH,MALE,42,SC,SJVP,Apple,353,0,353,0.28,181209
TURN OUT,,,,,,TOTAL:,,,123389,1084,124473,68.69,
Punjab,9,Fatehgarh Churian,1 TRIPT RAJINDER SINGH BAJWA,MALE,78,GENERAL,INC,Hand,46148,163,46311,35.95,177849
Punjab,9,Fatehgarh Churian,2 LAKHBIR SINGH LODHINANGAL,MALE,71,GENERAL,SAD,Scales,40605,161,40766,31.65,177849
Punjab,9,Fatehgarh Churian,3 BALBIR SINGH,MALE,38,GENERAL,AAAP,Broom,35441,378,35819,27.81,177849
Punjab,9,Fatehgarh Churian,4 KULWANT SINGH MAJHAIL,MALE,61,GENERAL,SAD(M),SHIP,3363,27,3390,2.63,177849
Punjab,9,Fatehgarh Churian,5 NOTA,,,,NOTA,NOTA,806,6,812,0.63,177849
Punjab,9,Fatehgarh Churian,6 BALJINDER SINGH,MALE,38,GENERAL,IND,Cot,721,2,723,0.56,177849
Punjab,9,Fatehgarh Churian,7 TAJINDER SINGH,MALE,33,GENERAL,PLCP,HOCKEY AND BALL,380,26,406,0.32,177849
Punjab,9,Fatehgarh Churian,8 SAHIB SINGH,MALE,45,GENERAL,IND,Binoculars,398,1,399,0.31,177849
Punjab,9,Fatehgarh Churian,9 AMARBEER SINGH,MALE,28,GENERAL,IND,Gas Stove,195,1,196,0.15,177849
TURN OUT,,,,,,TOTAL:,,,128057,765,128822,72.43,
Punjab,10,Dera Baba Nanak,1 SUKHJINDER SINGH RANDHAWA,MALE,62,GENERAL,INC,Hand,52361,194,52555,36.41,197081
Punjab,10,Dera Baba Nanak,2 RAVIKARAN SINGH KAHLON,MALE,49,GENERAL,SAD,Scales,51920,169,52089,36.08,197081
Punjab,10,Dera Baba Nanak,3 GURDEEP SINGH,MALE,53,GENERAL,AAAP,Broom,31336,406,31742,21.99,197081
Punjab,10,Dera Baba Nanak,4 JAGJIT SINGH,MALE,66,GENERAL,IND,Cot,2673,11,2684,1.86,197081
Punjab,10,Dera Baba Nanak,5 KULDEEP SINGH,MALE,58,GENERAL,BJP,Lotus,1840,73,1913,1.33,197081
Punjab,10,Dera Baba Nanak,6 NOTA,,,,NOTA,NOTA,1097,2,1099,0.76,197081
Punjab,10,Dera Baba Nanak,7 SUKHJINDER SINGH,MALE,55,GENERAL,IND,BUCKET,883,4,887,0.61,197081
Punjab,10,Dera Baba Nanak,8 SATNAM SINGH,MALE,64,GENERAL,IND,Bat,534,1,535,0.37,197081
Punjab,10,Dera Baba Nanak,9 DOMINIC MATTU,MALE,38,GENERAL,IND,Gas Cylinder,383,5,388,0.27,197081
Punjab,10,Dera Baba Nanak,10 GURDEEP SINGH,MALE,41,GENERAL,IND,Saw,263,1,264,0.18,197081
Punjab,10,Dera Baba Nanak,11 MANPREET SINGH,MALE,36,GENERAL,IND,Battery torch,202,1,203,0.14,197081
TURN OUT,,,,,,TOTAL:,,,143492,867,144359,73.25,
Punjab,11,Ajnala,1 KULDEEP SINGH DHALIWAL,MALE,60,GENERAL,AAAP,Broom,43257,298,43555,35.69,158691
Punjab,11,Ajnala,2 AMARPAL SINGH BONNY AJNALA,MALE,46,GENERAL,SAD,Scales,35549,163,35712,29.26,158691
Punjab,11,Ajnala,3 HARPARTAP SINGH,MALE,70,GENERAL,INC,Hand,33795,58,33853,27.74,158691
Punjab,11,Ajnala,4 SONA MASIH JAFAR,MALE,45,GENERAL,IND,Saw,3106,4,3110,2.55,158691
Punjab,11,Ajnala,5 AMRIK SINGH,MALE,63,GENERAL,SAD(M),SHIP,2169,16,2185,1.79,158691
Punjab,11,Ajnala,6 HARPARTAP SINGH,MALE,28,GENERAL,IND,Immersion Rod,1028,2,1030,0.84,158691
Punjab,11,Ajnala,7 NOTA,,,,NOTA,NOTA,821,3,824,0.68,158691
Punjab,11,Ajnala,8 CHARNJEET SINGH,MALE,43,GENERAL,SNYKSNGRHP,Cup & Saucer,580,3,583,0.48,158691
Punjab,11,Ajnala,9 KARANJIT SINGH,MALE,33,GENERAL,IND,CHESS BOARD,485,0,485,0.4,158691
Punjab,11,Ajnala,10 SURJEET SINGH,MALE,50,SC,PLCP,HOCKEY AND BALL,435,16,451,0.37,158691
Punjab,11,Ajnala,11 AMIT MOHAN,MALE,36,GENERAL,IND,Pendulum,248,2,250,0.2,158691
TURN OUT,,,,,,TOTAL:,,,121473,565,122038,76.9,
Punjab,12,Raja Sansi,1 SUKHBINDER SINGH SARKARIA,MALE,66,GENERAL,INC,Hand,46802,70,46872,35.08,178829
Punjab,12,Raja Sansi,2 VIR SINGH LOPOKE,MALE,73,GENERAL,SAD,Scales,41333,65,41398,30.98,178829
Punjab,12,Raja Sansi,3 BALDEV SINGH MIADIAN,MALE,33,GENERAL,AAAP,Broom,37264,162,37426,28.01,178829
Punjab,12,Raja Sansi,4 MUKHWINDER SINGH,MALE,51,GENERAL,BJP,Lotus,2373,36,2409,1.8,178829
Punjab,12,Raja Sansi,5 SATNAM SINGH,MALE,77,GENERAL,IND,Cot,1526,1,1527,1.14,178829
Punjab,12,Raja Sansi,6 NOTA,,,,NOTA,NOTA,1305,1,1306,0.98,178829
Punjab,12,Raja Sansi,7 YADWINDER SINGH,MALE,40,GENERAL,IND,BUCKET,719,1,720,0.54,178829
Punjab,12,Raja Sansi,8 HARJINDER KAUR,FEMALE,39,SC,SMJSNGP,Helicopter,495,18,513,0.38,178829
Punjab,12,Raja Sansi,9 LAKHBIR SINGH,MALE,33,SC,IND,BENCH,510,0,510,0.38,178829
Punjab,12,Raja Sansi,10 BHUPINDER SINGH CHHINA,MALE,61,GENERAL,CPI(M),"Hammer, Sickle and Star",503,2,505,0.38,178829
Punjab,12,Raja Sansi,11 GURLAL SINGH,MALE,31,GENERAL,IND,Bat,429,0,429,0.32,178829
TURN OUT,,,,,,TOTAL:,,,133259,356,133615,74.72,
Punjab,13,Majitha,1 Ganieve Kaur Majithia,FEMALE,46,GENERAL,SAD,Scales,56839,188,57027,46.69,167775
Punjab,13,Majitha,2 Sukhjinder Raj Singh (Lalli),MALE,65,GENERAL,AAAP,Broom,30683,282,30965,25.35,167775
Punjab,13,Majitha,3 Jagwinder Pal Singh (Jagga Majithia),MALE,59,GENERAL,INC,Hand,25916,92,26008,21.29,167775
Punjab,13,Majitha,4 Kulwant Singh Kotla Gujran,MALE,49,GENERAL,SAD(M),Truck,3535,18,3553,2.91,167775
Punjab,13,Majitha,5 Pardeep Singh,MALE,52,GENERAL,BJP,Lotus,1625,29,1654,1.35,167775
Punjab,13,Majitha,6 Paramjit Singh Jajeani,MALE,53,GENERAL,IND,Cot,875,4,879,0.72,167775
Punjab,13,Majitha,7 NOTA,,,,NOTA,NOTA,810,1,811,0.66,167775
Punjab,13,Majitha,8 Maninder Singh,MALE,33,GENERAL,IND,Bat,527,1,528,0.43,167775
Punjab,13,Majitha,9 Jasmeet Singh Randhawa,MALE,31,GENERAL,IND,Ganna Kisan,412,3,415,0.34,167775
Punjab,13,Majitha,10 Inderjit Singh,MALE,35,GENERAL,IND,Helicopter,310,2,312,0.26,167775
TURN OUT,,,,,,TOTAL:,,,121532,620,122152,72.81,
Punjab,14,Jandiala,1 HARBHAJAN SINGH E.T.O.,MALE,53,SC,AAAP,Broom,59301,423,59724,46.41,182255
Punjab,14,Jandiala,"2 SUKHWINDER SINGH ""DANNY"" BANDALA",MALE,44,SC,INC,Hand,34246,95,34341,26.69,182255
Punjab,14,Jandiala,3 SATINDERJIT SINGH CHHAJJALWADDI,MALE,38,SC,SAD,Scales,26226,76,26302,20.44,182255
Punjab,14,Jandiala,4 BAKHSHISH SINGH UPPAL,MALE,54,SC,SAD(M),Truck,3347,14,3361,2.61,182255
Punjab,14,Jandiala,5 GURNAM SINGH DAUD,MALE,67,SC,IND,Cot,1308,7,1315,1.02,182255
Punjab,14,Jandiala,6 NOTA,,,,NOTA,NOTA,916,2,918,0.71,182255
Punjab,14,Jandiala,7 BIKAR SINGH,MALE,57,SC,IND,Crane,635,0,635,0.49,182255
Punjab,14,Jandiala,8 PARAMJEET KAUR,FEMALE,36,SC,IND,Football Player,607,3,610,0.47,182255
Punjab,14,Jandiala,9 HARDEEP SINGH,MALE,42,SC,BSP(A),Helicopter,570,7,577,0.45,182255
Punjab,14,Jandiala,10 GAGANDEEP SINGH A.R.,MALE,46,SC,PLCP,HOCKEY AND BALL,497,15,512,0.4,182255
Punjab,14,Jandiala,11 HARPAL SINGH,MALE,42,SC,IND,DIAMOND,214,3,217,0.17,182255
Punjab,14,Jandiala,12 DHARMINDER SINGH,MALE,26,SC,SJVP,Apple,168,1,169,0.13,182255
TURN OUT,,,,,,TOTAL:,,,128035,646,128681,70.6,
Punjab,15,Amritsar North,1 KUNWAR VIJAY PRATAP SINGH,MALE,52,GENERAL,AAAP,Broom,57830,303,58133,46.98,202365
Punjab,15,Amritsar North,2 ANIL JOSHI,MALE,58,GENERAL,SAD,Scales,29719,96,29815,24.09,202365
Punjab,15,Amritsar North,3 SUNIL DUTTI,MALE,61,GENERAL,INC,Hand,18925,58,18983,15.34,202365
Punjab,15,Amritsar North,4 SUKHMINDER SINGH PINTU,MALE,50,GENERAL,BJP,Lotus,13795,70,13865,11.2,202365
Punjab,15,Amritsar North,5 NOTA,,,,NOTA,NOTA,794,10,804,0.65,202365
Punjab,15,Amritsar North,6 DAVINDER SINGH,MALE,47,GENERAL,SAD(M),BUCKET,585,4,589,0.48,202365
Punjab,15,Amritsar North,7 MAHESH KUMAR,MALE,48,SC,PPID,Battery torch,357,0,357,0.29,202365
Punjab,15,Amritsar North,8 MORIS,MALE,38,SC,BMUP,Cot,254,2,256,0.21,202365
Punjab,15,Amritsar North,9 BAL KRISHAN SHARMA,MALE,61,GENERAL,IND,Bat,193,0,193,0.16,202365
Punjab,15,Amritsar North,10 VISHAL JOSHI,MALE,45,GENERAL,IND,Head Phone,177,0,177,0.14,202365
Punjab,15,Amritsar North,11 MANOJ BEDI,MALE,32,GENERAL,IND,Gas Cylinder,165,0,165,0.13,202365
Punjab,15,Amritsar North,12 ROOP LAL,MALE,46,GENERAL,IND,Binoculars,157,0,157,0.13,202365
Punjab,15,Amritsar North,13 PANKAJ KHOSLA,MALE,46,GENERAL,IND,Chimney,139,0,139,0.11,202365
Punjab,15,Amritsar North,14 VARINDER KUMAR,MALE,42,GENERAL,APNJBP,CCTV Camera,118,1,119,0.1,202365
TURN OUT,,,,,,TOTAL:,,,123208,544,123752,61.15,
Punjab,16,Amritsar West,1 DR. JASBIR SINGH SANDHU,MALE,44,SC,AAAP,Broom,68848,403,69251,58.39,214566
Punjab,16,Amritsar West,2 RAJ KUMAR VERKA,MALE,59,SC,INC,Hand,25239,99,25338,21.36,214566
Punjab,16,Amritsar West,3 DALBIR SINGH,MALE,68,SC,SAD,Scales,10331,39,10370,8.74,214566
Punjab,16,Amritsar West,4 KUMAR AMIT ADVOCATE,MALE,41,SC,BJP,Lotus,8933,66,8999,7.59,214566
Punjab,16,Amritsar West,5 AMARJIT SINGH ASAL,MALE,66,SC,CPI,Ears of Corn And Sickle,1364,4,1368,1.15,214566
Punjab,16,Amritsar West,6 NOTA,,,,NOTA,NOTA,978,9,987,0.83,214566
Punjab,16,Amritsar West,7 JUGRAJ SINGH,MALE,47,SC,IND,Bat,967,1,968,0.82,214566
Punjab,16,Amritsar West,8 SUCHA LAL,MALE,61,SC,APNJBP,CCTV Camera,421,2,423,0.36,214566
Punjab,16,Amritsar West,9 GAGANDEEP SINGH,MALE,33,SC,IND,Auto- Rickshaw,321,0,321,0.27,214566
Punjab,16,Amritsar West,10 ADVOCATE NIRMAL PREET SINGH HIRA,MALE,31,SC,IND,Coat,311,1,312,0.26,214566
Punjab,16,Amritsar West,11 SHAM LAL GANDHI,MALE,39,SC,IND,Television,268,1,269,0.23,214566
TURN OUT,,,,,,TOTAL:,,,117981,625,118606,55.28,
Punjab,17,Amritsar Central,1 AJAY GUPTA,MALE,61,GENERAL,AAAP,Broom,40748,89,40837,46.83,147190
Punjab,17,Amritsar Central,2 OM PARKASH SONI,MALE,64,GENERAL,INC,Hand,26783,28,26811,30.74,147190
Punjab,17,Amritsar Central,3 DR. RAM CHAWLA,MALE,51,GENERAL,BJP,Lotus,13525,26,13551,15.54,147190
Punjab,17,Amritsar Central,4 DALVIR KAUR,FEMALE,60,SC,BSP,Elephant,4008,8,4016,4.61,147190
Punjab,17,Amritsar Central,5 NOTA,,,,NOTA,NOTA,694,3,697,0.8,147190
Punjab,17,Amritsar Central,6 RAMESH CHAND @ MAHANT RAMESHANAND,MALE,68,GENERAL,APNJBP,CCTV Camera,662,2,664,0.76,147190
Punjab,17,Amritsar Central,7 ONKAR SINGH,MALE,33,SC,SAD(M),BUCKET,629,0,629,0.72,147190
TURN OUT,,,,,,TOTAL:,,,87049,156,87205,59.25,
Punjab,18,Amritsar East,1 JEEVAN JYOT KAUR,FEMALE,50,GENERAL,AAAP,Broom,39520,159,39679,36.74,168300
Punjab,18,Amritsar East,2 NAVJOT SINGH SIDHU,MALE,58,GENERAL,INC,Hand,32807,122,32929,30.49,168300
Punjab,18,Amritsar East,3 BIKRAM SINGH MAJITHIA,MALE,46,GENERAL,SAD,Scales,25112,76,25188,23.32,168300
Punjab,18,Amritsar East,4 JAGMOHAN SINGH RAJU,MALE,58,SC,BJP,Lotus,7255,31,7286,6.75,168300
Punjab,18,Amritsar East,5 HARPAL SINGH,MALE,53,GENERAL,SAD(M),BUCKET,908,4,912,0.84,168300
Punjab,18,Amritsar East,6 NOTA,,,,NOTA,NOTA,686,4,690,0.64,168300
Punjab,18,Amritsar East,7 SUKHJINDER SINGH,MALE,42,GENERAL,IND,Pot,348,1,349,0.32,168300
Punjab,18,Amritsar East,8 AMARJEET SINGH,MALE,42,GENERAL,IND,Binoculars,306,1,307,0.28,168300
Punjab,18,Amritsar East,9 BALWINDER SINGH SEKHON,MALE,58,GENERAL,IND,Chappals,260,1,261,0.24,168300
Punjab,18,Amritsar East,10 TARSEM LAL,MALE,57,SC,BMUP,Cot,207,1,208,0.19,168300
Punjab,18,Amritsar East,11 RAMESH SHUKLA SAFAR,MALE,49,GENERAL,APNJBP,CCTV Camera,193,1,194,0.18,168300
TURN OUT,,,,,,TOTAL:,,,107602,401,108003,64.17,
Punjab,19,Amritsar South,1 INDERBIR SINGH NIJJAR,MALE,66,GENERAL,AAAP,Broom,52907,146,53053,50.1,177731
Punjab,19,Amritsar South,2 TALBIR SINGH GILL,MALE,40,GENERAL,SAD,Scales,25496,54,25550,24.13,177731
Punjab,19,Amritsar South,3 INDERBIR SINGH BOLARIA,MALE,41,GENERAL,INC,Hand,22438,29,22467,21.22,177731
Punjab,19,Amritsar South,4 HARJINDER SINGH THEKEDAR,MALE,61,GENERAL,PLCP,HOCKEY AND BALL,1561,5,1566,1.48,177731
Punjab,19,Amritsar South,5 Pritpal Singh,MALE,58,GENERAL,SAD(M),SHIP,1202,2,1204,1.14,177731
Punjab,19,Amritsar South,6 NOTA,,,,NOTA,NOTA,631,1,632,0.6,177731
Punjab,19,Amritsar South,7 LOVE KUMAR,MALE,32,GENERAL,IND,Bat,318,0,318,0.3,177731
Punjab,19,Amritsar South,8 Brahmjeet Singh,MALE,32,GENERAL,IND,Binoculars,285,0,285,0.27,177731
Punjab,19,Amritsar South,9 Kudratpal Singh,MALE,29,GENERAL,IND,Tennis Racket & Ball,193,0,193,0.18,177731
Punjab,19,Amritsar South,10 Tarun Mehta,MALE,25,GENERAL,IND,Television,162,0,162,0.15,177731
Punjab,19,Amritsar South,11 GURWINDER SINGH,MALE,44,GENERAL,BSP(A),Air Conditioner,112,0,112,0.11,177731
Punjab,19,Amritsar South,12 PHULJIT SINGH VARPAL,MALE,38,GENERAL,RPPRINAT,Helmet,93,1,94,0.09,177731
Punjab,19,Amritsar South,13 Kuldip Singh,MALE,42,GENERAL,IND,Batsman,81,0,81,0.08,177731
Punjab,19,Amritsar South,14 RITISH KHANNA,MALE,30,GENERAL,RTORP,Pressure Cooker,64,0,64,0.06,177731
Punjab,19,Amritsar South,15 Satbir Singh,MALE,35,GENERAL,IND,CHAIN,52,0,52,0.05,177731
Punjab,19,Amritsar South,16 AJAY BHATIA,MALE,37,GENERAL,IND,CHESS BOARD,51,1,52,0.05,177731
TURN OUT,,,,,,TOTAL:,,,105646,239,105885,59.58,
Punjab,20,Attari,1 JASWINDER SINGH,MALE,69,SC,AAAP,Broom,56515,283,56798,44.32,190537
Punjab,20,Attari,2 GULZAR SINGH RANIKE,MALE,64,SC,SAD,Scales,36919,85,37004,28.88,190537
Punjab,20,Attari,3 TARSEM SINGH SIALKA,MALE,53,SC,INC,Hand,26152,52,26204,20.45,190537
Punjab,20,Attari,4 BALWINDER KAUR,FEMALE,52,SC,BJP,Lotus,2519,29,2548,1.99,190537
Punjab,20,Attari,5 NOTA,,,,NOTA,NOTA,1381,0,1381,1.08,190537
